captured_at,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series,episode.series.id,episode.series.name,episode.series.slug,episode.slug,id,image,links.cardmarket,links.tcgplayer,name,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.lowest,prices.cardmarket.lowest_DE,prices.cardmarket.lowest_DE_EU_only,prices.cardmarket.lowest_ES,prices.cardmarket.lowest_ES_EU_only,prices.cardmarket.lowest_EU_only,prices.cardmarket.lowest_FR,prices.cardmarket.lowest_FR_EU_only,prices.cardmarket.lowest_IT,prices.cardmarket.lowest_IT_EU_only,slug,tcggo_url,tcgplayer_id
2026-08-18T20:35:01+02:00,719691,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1727.89,EUR,1753.21,2023-09-22,,1,Scarlet & Violet,scarlet-violet,151,20042,https://images.tcggo.com/tcggo/storage/20660/151-elite-trainer-box-151-pokemon.png,https://www.tcggo.com/external/cm/20042,https://www.tcggo.com/external/tcgplayer/20042,151 Elite Trainer Box,404.05,402.94,312,EUR,419,339,339,445,445,419,300,300,340,340,151-elite-trainer-box,https://www.tcggo.com/pokemon/151/151-elite-trainer-box,503313
2026-08-18T20:35:01+02:00,570895,25,25,CEL,Pokémon,pokemon,35,https://images.tcggo.com/tcggo/storage/5234/celebrations-logo.png,Celebrations,EUR,586.33,EUR,91.57,2021-10-08,,2,Sword & Shield,sword-shield,celebrations,20033,https://images.tcggo.com/tcggo/storage/20648/celebrations-elite-trainer-box-celebrations-pokemon.png,https://www.tcggo.com/external/cm/20033,https://www.tcggo.com/external/tcgplayer/20033,Celebrations Elite Trainer Box,343.25,360.96,329,EUR,320,290,310,500,500,320,580,580,430,430,celebrations-elite-trainer-box,https://www.tcggo.com/pokemon/celebrations/celebrations-elite-trainer-box,242811
2026-08-18T20:35:01+02:00,293331,108,113,EVO,Pokémon,pokemon,71,https://images.tcggo.com/tcggo/storage/10425/evolutions-logo.png,Evolutions,EUR,580.24,EUR,758.29,2016-11-02,,5,XY,xy,evolutions,20082,https://images.tcggo.com/tcggo/storage/20727/evolutions-elite-trainer-box-blastoise-evolutions-pokemon.png,https://www.tcggo.com/external/cm/20082,https://www.tcggo.com/external/tcgplayer/20082,Evolutions Elite Trainer Box (Blastoise),558.85,559.99,15,EUR,550,,,,,550,,,,,evolutions-elite-trainer-box-blastoise,https://www.tcggo.com/pokemon/evolutions/evolutions-elite-trainer-box-blastoise,123448
2026-08-18T20:35:01+02:00,293929,108,113,EVO,Pokémon,pokemon,71,https://images.tcggo.com/tcggo/storage/10425/evolutions-logo.png,Evolutions,EUR,580.24,EUR,758.29,2016-11-02,,5,XY,xy,evolutions,20153,https://images.tcggo.com/tcggo/storage/20953/evolutions-elite-trainer-box-charizard.png,https://www.tcggo.com/external/cm/20153,https://www.tcggo.com/external/tcgplayer/20153,Evolutions Elite Trainer Box (Charizard),641.55,699.71,30,EUR,619.99,,,,,619.99,,,,,evolutions-elite-trainer-box-charizard,https://www.tcggo.com/pokemon/evolutions/evolutions-elite-trainer-box-charizard,123447
2026-08-18T20:35:01+02:00,293302,83,117,GEN,Pokémon,pokemon,75,https://images.tcggo.com/tcggo/storage/10803/generations-logo.png,Generations,EUR,1209.81,EUR,1381.76,2016-02-22,,5,XY,xy,generations,20164,https://images.tcggo.com/tcggo/storage/20519/generations-elite-trainer-box-generations-pokemon.png,https://www.tcggo.com/external/cm/20164,https://www.tcggo.com/external/tcgplayer/20164,Generations Elite Trainer Box,1110.53,2507,8,EUR,2500,,,,,3250,,,,,generations-elite-trainer-box,https://www.tcggo.com/pokemon/generations/generations-elite-trainer-box,123741
2026-08-18T20:35:01+02:00,287836,122,126,BKP,Pokémon,pokemon,76,https://images.tcggo.com/tcggo/storage/10923/breakpoint-logo.png,BREAKpoint,EUR,1013.34,EUR,1003.9,2016-02-03,,5,XY,xy,breakpoint,20095,https://images.tcggo.com/tcggo/storage/20687/breakpoint-elite-trainer-box-breakpoint-pokemon.png,https://www.tcggo.com/external/cm/20095,https://www.tcggo.com/external/tcgplayer/20095,BREAKpoint Elite Trainer Box,504.41,921.29,7,EUR,800,,,,,800,,,,,breakpoint-elite-trainer-box,https://www.tcggo.com/pokemon/breakpoint/breakpoint-elite-trainer-box,111280
2026-08-18T20:35:01+02:00,286946,162,165,BKT,Pokémon,pokemon,78,https://images.tcggo.com/tcggo/storage/11052/breakthrough-logo.png,BREAKthrough,EUR,1179.07,EUR,1277.9,2015-11-04,,5,XY,xy,breakthrough,20152,https://images.tcggo.com/tcggo/storage/20503/breakthrough-elite-trainer-box-mega-mewtwo-y-breakthrough-pokemon.png,https://www.tcggo.com/external/cm/20152,https://www.tcggo.com/external/tcgplayer/20152,BREAKthrough Elite Trainer Box (Mega Mewtwo Y),440.6,838.36,6,EUR,1199,,,,,1199,,,,,breakthrough-elite-trainer-box-mega-mewtwo-y,https://www.tcggo.com/pokemon/breakthrough/breakthrough-elite-trainer-box-mega-mewtwo-y,107107
2026-08-18T20:35:01+02:00,286942,162,165,BKT,Pokémon,pokemon,78,https://images.tcggo.com/tcggo/storage/11052/breakthrough-logo.png,BREAKthrough,EUR,1179.07,EUR,1277.9,2015-11-04,,5,XY,xy,breakthrough,20175,https://images.tcggo.com/tcggo/storage/20304/breakthrough-elite-trainer-box-mega-mewtwo-x-breakthrough-pokemon.png,https://www.tcggo.com/external/cm/20175,https://www.tcggo.com/external/tcgplayer/20175,BREAKthrough Elite Trainer Box (Mega Mewtwo X),433.14,995.28,9,EUR,974.98,,,,,974.98,,,,,breakthrough-elite-trainer-box-mega-mewtwo-x,https://www.tcggo.com/pokemon/breakthrough/breakthrough-elite-trainer-box-mega-mewtwo-x,107106
2026-08-18T20:35:01+02:00,286955,146,146,XY,Pokémon,pokemon,87,https://images.tcggo.com/tcggo/storage/11993/xy-logo.png,XY,EUR,569.17,EUR,761.73,2014-02-05,,5,XY,xy,xy,20182,https://images.tcggo.com/tcggo/storage/20219/xy-elite-trainer-box-xerneas-xy-pokemon.png,https://www.tcggo.com/external/cm/20182,https://www.tcggo.com/external/tcgplayer/20182,XY Elite Trainer Box (Xerneas),956.77,1522.25,0,EUR,,,,,,,,,,,xy-elite-trainer-box-xerneas,https://www.tcggo.com/pokemon/xy/xy-elite-trainer-box-xerneas,97747
2026-08-18T20:35:01+02:00,286956,146,146,XY,Pokémon,pokemon,87,https://images.tcggo.com/tcggo/storage/11993/xy-logo.png,XY,EUR,569.17,EUR,761.73,2014-02-05,,5,XY,xy,xy,20183,https://images.tcggo.com/tcggo/storage/20307/xy-elite-trainer-box-yveltal-xy-pokemon.png,https://www.tcggo.com/external/cm/20183,https://www.tcggo.com/external/tcgplayer/20183,XY Elite Trainer Box (Yveltal),771.67,1286.43,,EUR,,,,,,,,,,,xy-elite-trainer-box-yveltal,https://www.tcggo.com/pokemon/xy/xy-elite-trainer-box-yveltal,97748
2026-08-18T20:35:01+02:00,895551,0,0,30C,Pokémon,pokemon,431,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,0,EUR,0,2026-09-16,,17,Mega Evolution,mega-evolution,30th-celebration,48466,https://images.tcggo.com/tcggo/storage/36648/30th-celebration-elite-trainer-box.png,https://www.tcggo.com/external/cm/48466,https://www.tcggo.com/external/tcgplayer/48466,30th Celebration Elite Trainer Box,185.62,189.69,484,EUR,185,180,199.95,174.95,174.95,185,174.59,174.59,125,125,30th-celebration-elite-trainer-box,https://www.tcggo.com/pokemon/30th-celebration/30th-celebration-elite-trainer-box,704143
2026-08-18T20:35:01+02:00,885542,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,699.67,EUR,732.11,2026-07-17,,17,Mega Evolution,mega-evolution,pitch-black,33851,https://images.tcggo.com/tcggo/storage/34395/pitch-black-elite-trainer-box.png,https://www.tcggo.com/external/cm/33851,https://www.tcggo.com/external/tcgplayer/33851,Pitch Black Elite Trainer Box,66.58,64.76,2091,EUR,66.22,51.99,51.99,53.5,53.5,68,67.99,67.99,46,46,pitch-black-elite-trainer-box,https://www.tcggo.com/pokemon/pitch-black/pitch-black-elite-trainer-box,692947
2026-08-18T20:35:01+02:00,877294,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,633.1,EUR,595.92,2026-05-22,,17,Mega Evolution,mega-evolution,chaos-rising,33499,https://images.tcggo.com/tcggo/storage/34007/chaos-rising-elite-trainer-box.png,https://www.tcggo.com/external/cm/33499,https://www.tcggo.com/external/tcgplayer/33499,Chaos Rising Elite Trainer Box,61.57,60.91,2481,EUR,64,55,57.49,51.9,51.9,64,57,57,50,50,chaos-rising-elite-trainer-box,https://www.tcggo.com/pokemon/chaos-rising/chaos-rising-elite-trainer-box,684450
2026-08-18T20:35:01+02:00,865406,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,589.96,EUR,546.96,2026-03-27,,17,Mega Evolution,mega-evolution,perfect-order,31389,https://images.tcggo.com/tcggo/storage/31707/perfect-order-elite-trainer-box.png,https://www.tcggo.com/external/cm/31389,https://www.tcggo.com/external/tcgplayer/31389,Perfect Order Elite Trainer Box,59.64,59.34,1393,EUR,62.9,58.5,58.5,40,40,62.9,50,52,35,35,perfect-order-elite-trainer-box,https://www.tcggo.com/pokemon/perfect-order/perfect-order-elite-trainer-box,672401
2026-08-18T20:35:01+02:00,860574,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4925.6,EUR,5207.74,2026-01-30,,17,Mega Evolution,mega-evolution,ascended-heroes,31391,https://images.tcggo.com/tcggo/storage/31709/ascended-heroes-elite-trainer-box.png,https://www.tcggo.com/external/cm/31391,https://www.tcggo.com/external/tcgplayer/31391,Ascended Heroes Elite Trainer Box,129.69,127.91,1356,EUR,150,98,106,95,95,150,108.99,108.99,68,68,ascended-heroes-elite-trainer-box,https://www.tcggo.com/pokemon/ascended-heroes/ascended-heroes-elite-trainer-box,668496
2026-08-18T20:35:01+02:00,846744,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1207.7,EUR,1045.9,2025-11-14,,17,Mega Evolution,mega-evolution,phantasmal-flames,23774,https://images.tcggo.com/tcggo/storage/23785/phantasmal-flames-elite-trainer-box.png,https://www.tcggo.com/external/cm/23774,https://www.tcggo.com/external/tcgplayer/23774,Phantasmal Flames Elite Trainer Box,83.13,80.86,1102,EUR,105,74.49,74.49,61,61,105,93.9,93.9,55.99,55.99,phantasmal-flames-elite-trainer-box,https://www.tcggo.com/pokemon/phantasmal-flames/phantasmal-flames-elite-trainer-box,654136
2026-08-18T20:35:01+02:00,834830,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1423.43,EUR,1426.07,2025-09-26,,17,Mega Evolution,mega-evolution,mega-evolution,23792,https://images.tcggo.com/tcggo/storage/23803/mega-evolution-mega-lucario-elite-trainer-box.png,https://www.tcggo.com/external/cm/23792,https://www.tcggo.com/external/tcgplayer/23792,Mega Evolution: Mega Lucario Elite Trainer Box,94.09,97.56,359,EUR,95,79,80,118,118,100,75,75,55,55,mega-evolution-mega-lucario-elite-trainer-box,https://www.tcggo.com/pokemon/mega-evolution/mega-evolution-mega-lucario-elite-trainer-box,648394
2026-08-18T20:35:01+02:00,834831,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1423.43,EUR,1426.07,2025-09-26,,17,Mega Evolution,mega-evolution,mega-evolution,23793,https://images.tcggo.com/tcggo/storage/23804/mega-evolution-mega-gardevoir-elite-trainer-box.png,https://www.tcggo.com/external/cm/23793,https://www.tcggo.com/external/tcgplayer/23793,Mega Evolution: Mega Gardevoir Elite Trainer Box,86.8,88.35,430,EUR,84.99,69.99,69.99,95,95,84.99,89,89,52,52,mega-evolution-mega-gardevoir-elite-trainer-box,https://www.tcggo.com/pokemon/mega-evolution/mega-evolution-mega-gardevoir-elite-trainer-box,644279
2026-08-18T20:35:01+02:00,824088,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2545.91,EUR,3069.05,2025-07-18,,1,Scarlet & Violet,scarlet-violet,black-bolt,23442,https://images.tcggo.com/tcggo/storage/23410/black-bolt-elite-trainer-box.png,https://www.tcggo.com/external/cm/23442,https://www.tcggo.com/external/tcgplayer/23442,Black Bolt Elite Trainer Box,104,110.79,498,EUR,120,78,82,109,109,125,90,100,55,55,black-bolt-elite-trainer-box,https://www.tcggo.com/pokemon/black-bolt/black-bolt-elite-trainer-box,630686
2026-08-18T20:35:01+02:00,824089,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2326.53,EUR,2778.59,2025-07-18,,1,Scarlet & Violet,scarlet-violet,white-flare,23443,https://images.tcggo.com/tcggo/storage/23411/white-flare-elite-trainer-box.png,https://www.tcggo.com/external/cm/23443,https://www.tcggo.com/external/tcgplayer/23443,White Flare Elite Trainer Box,98.52,103.42,567,EUR,110,85,94.99,79,79,110,73.9,89,55,55,white-flare-elite-trainer-box,https://www.tcggo.com/pokemon/white-flare/white-flare-elite-trainer-box,630689
2026-08-18T20:35:01+02:00,818585,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1647.25,EUR,1618.34,2025-05-30,,1,Scarlet & Violet,scarlet-violet,destined-rivals,22323,https://images.tcggo.com/tcggo/storage/22353/destined-rivals-elite-trainer-box.png,https://www.tcggo.com/external/cm/22323,https://www.tcggo.com/external/tcgplayer/22323,Destined Rivals Elite Trainer Box,151.11,146.63,1424,EUR,129.99,130,130,137,137,129.99,139,139,96,96,destined-rivals-elite-trainer-box,https://www.tcggo.com/pokemon/destined-rivals/destined-rivals-elite-trainer-box,624676
2026-08-18T20:35:01+02:00,805593,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,440.67,EUR,441.88,2025-03-28,,1,Scarlet & Violet,scarlet-violet,journey-together,22067,https://images.tcggo.com/tcggo/storage/22094/journey-together-elite-trainer-box.png,https://www.tcggo.com/external/cm/22067,https://www.tcggo.com/external/tcgplayer/22067,Journey Together Elite Trainer Box,83.35,83.52,491,EUR,64,59.9,58.99,90,90,88,69.99,74,45,45,journey-together-elite-trainer-box,https://www.tcggo.com/pokemon/journey-together/journey-together-elite-trainer-box,610930
2026-08-18T20:35:01+02:00,798930,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3702.26,EUR,4311.88,2025-01-17,,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,21574,https://images.tcggo.com/tcggo/storage/21597/prismatic-evolutions-elite-trainer-box.png,https://www.tcggo.com/external/cm/21574,https://www.tcggo.com/external/tcgplayer/21574,Prismatic Evolutions Elite Trainer Box,156.28,160.45,2479,EUR,140,130,130,140,140,159.99,105,105,87,87,prismatic-evolutions-elite-trainer-box,https://www.tcggo.com/pokemon/prismatic-evolutions/prismatic-evolutions-elite-trainer-box,593355
2026-08-18T20:35:01+02:00,784963,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1068.91,EUR,1086.01,2024-11-08,,1,Scarlet & Violet,scarlet-violet,surging-sparks,21041,https://images.tcggo.com/tcggo/storage/21203/surging-sparks-elite-trainer-box.png,https://www.tcggo.com/external/cm/21041,https://www.tcggo.com/external/tcgplayer/21041,Surging Sparks Elite Trainer Box,115.96,115.06,356,EUR,120,109,110,90,90,120,109.9,109.9,129.99,129.99,surging-sparks-elite-trainer-box,https://www.tcggo.com/pokemon/surging-sparks/surging-sparks-elite-trainer-box,565630
2026-08-18T20:35:01+02:00,776336,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,393.22,EUR,535.81,2024-09-13,,1,Scarlet & Violet,scarlet-violet,stellar-crown,20050,https://images.tcggo.com/tcggo/storage/20918/stellar-crown-elite-trainer-box.png,https://www.tcggo.com/external/cm/20050,https://www.tcggo.com/external/tcgplayer/20050,Stellar Crown Elite Trainer Box,87.55,69.93,329,EUR,88,69.9,89.49,56,56,88,89.9,90,65,65,stellar-crown-elite-trainer-box,https://www.tcggo.com/pokemon/stellar-crown/stellar-crown-elite-trainer-box,557350
2026-08-18T20:35:01+02:00,770958,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,562.71,EUR,761.87,2024-08-02,,1,Scarlet & Violet,scarlet-violet,shrouded-fable,20049,https://images.tcggo.com/tcggo/storage/20654/shrouded-fable-elite-trainer-box-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/20049,https://www.tcggo.com/external/tcgplayer/20049,Shrouded Fable Elite Trainer Box,62.99,64.71,354,EUR,63.9,59,59.99,90,90,70,65,65,49.8,49.8,shrouded-fable-elite-trainer-box,https://www.tcggo.com/pokemon/shrouded-fable/shrouded-fable-elite-trainer-box,552999
2026-08-18T20:35:01+02:00,761229,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,926.61,EUR,1171.93,2024-05-24,,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,20048,https://images.tcggo.com/tcggo/storage/20650/twilight-masquerade-elite-trainer-box-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/20048,https://www.tcggo.com/external/tcgplayer/20048,Twilight Masquerade Elite Trainer Box,72.78,73.02,522,EUR,20,14.99,14.99,49.95,49.95,20,70,70,17,17,twilight-masquerade-elite-trainer-box,https://www.tcggo.com/pokemon/twilight-masquerade/twilight-masquerade-elite-trainer-box,543845
2026-08-18T20:35:01+02:00,750410,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,781.66,EUR,1094.5,2024-03-22,,1,Scarlet & Violet,scarlet-violet,temporal-forces,20046,https://images.tcggo.com/tcggo/storage/20647/temporal-forces-iron-leaves-elite-trainer-box-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/20046,https://www.tcggo.com/external/tcgplayer/20046,Temporal Forces Iron Leaves Elite Trainer Box,85.01,84.15,139,EUR,95,69.85,79.99,95,95,95,79.9,79.9,55.99,55.99,temporal-forces-iron-leaves-elite-trainer-box,https://www.tcggo.com/pokemon/temporal-forces/temporal-forces-iron-leaves-elite-trainer-box,532848
2026-08-18T20:35:01+02:00,750412,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,781.66,EUR,1094.5,2024-03-22,,1,Scarlet & Violet,scarlet-violet,temporal-forces,20047,https://images.tcggo.com/tcggo/storage/20659/temporal-forces-walking-wake-elite-trainer-box-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/20047,https://www.tcggo.com/external/tcgplayer/20047,Temporal Forces Walking Wake Elite Trainer Box,95.26,94.62,108,EUR,100,69.95,90,100,100,100,160,160,67,67,temporal-forces-walking-wake-elite-trainer-box,https://www.tcggo.com/pokemon/temporal-forces/temporal-forces-walking-wake-elite-trainer-box,532845
2026-08-18T20:35:01+02:00,745548,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1765.72,EUR,2360.63,2024-01-26,,1,Scarlet & Violet,scarlet-violet,paldean-fates,20045,https://images.tcggo.com/tcggo/storage/20653/paldean-fates-elite-trainer-box-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/20045,https://www.tcggo.com/external/tcgplayer/20045,Paldean Fates Elite Trainer Box,231.15,212.3,331,EUR,309.99,168.9,190,649,649,310,150,150,122,122,paldean-fates-elite-trainer-box,https://www.tcggo.com/pokemon/paldean-fates/paldean-fates-elite-trainer-box,528040
2026-08-18T20:35:01+02:00,728727,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,780.47,EUR,1070.4,2023-11-03,,1,Scarlet & Violet,scarlet-violet,paradox-rift,20043,https://images.tcggo.com/tcggo/storage/20657/paradox-rift-roaring-moon-elite-trainer-box-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/20043,https://www.tcggo.com/external/tcgplayer/20043,Paradox Rift Roaring Moon Elite Trainer Box,85.92,85.68,153,EUR,89.95,59,80,100,100,95,89,89,69.99,69.99,paradox-rift-roaring-moon-elite-trainer-box,https://www.tcggo.com/pokemon/paradox-rift/paradox-rift-roaring-moon-elite-trainer-box,512815
2026-08-18T20:35:01+02:00,728730,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,780.47,EUR,1070.4,2023-11-03,,1,Scarlet & Violet,scarlet-violet,paradox-rift,20044,https://images.tcggo.com/tcggo/storage/20664/paradox-rift-iron-valiant-elite-trainer-box-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/20044,https://www.tcggo.com/external/tcgplayer/20044,Paradox Rift Iron Valiant Elite Trainer Box,80.89,72.99,223,EUR,77.97,64.98,64.98,95,95,93.5,78,78,57.9,57.9,paradox-rift-iron-valiant-elite-trainer-box,https://www.tcggo.com/pokemon/paradox-rift/paradox-rift-iron-valiant-elite-trainer-box,512813
2026-08-18T20:35:01+02:00,715464,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,320.9,EUR,424.9,2023-08-11,,1,Scarlet & Violet,scarlet-violet,obsidian-flames,20041,https://images.tcggo.com/tcggo/storage/20651/obsidian-flames-elite-trainer-box-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/20041,https://www.tcggo.com/external/tcgplayer/20041,Obsidian Flames Elite Trainer Box,220.94,212.12,263,EUR,225,195,195,170,170,225,140,140,175,175,obsidian-flames-elite-trainer-box,https://www.tcggo.com/pokemon/obsidian-flames/obsidian-flames-elite-trainer-box,501264
2026-08-18T20:35:01+02:00,703175,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1166.15,EUR,1703.46,2023-06-09,,1,Scarlet & Violet,scarlet-violet,paldea-evolved,20040,https://images.tcggo.com/tcggo/storage/20663/paldea-evolved-elite-trainer-box-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/20040,https://www.tcggo.com/external/tcgplayer/20040,Paldea Evolved Elite Trainer Box,166.38,185.23,225,EUR,185,124.9,148,90,90,185,150,150,99,99,paldea-evolved-elite-trainer-box,https://www.tcggo.com/pokemon/paldea-evolved/paldea-evolved-elite-trainer-box,493974
2026-08-18T20:35:01+02:00,692101,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,534.68,EUR,670.99,2023-03-31,,1,Scarlet & Violet,scarlet-violet,scarlet-violet,22622,https://images.tcggo.com/tcggo/storage/22616/scarlet-amp-violet-koraidon-elite-trainer-box.png,https://www.tcggo.com/external/cm/22622,https://www.tcggo.com/external/tcgplayer/22622,Scarlet & Violet Koraidon Elite Trainer Box,92.95,93.27,156,EUR,105,69.9,70,64.99,64.99,105,170,170,105,105,scarlet-violet-koraidon-elite-trainer-box,https://www.tcggo.com/pokemon/scarlet-violet/scarlet-violet-koraidon-elite-trainer-box,478335
2026-08-18T20:35:01+02:00,692102,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,534.68,EUR,670.99,2023-03-31,,1,Scarlet & Violet,scarlet-violet,scarlet-violet,22623,https://images.tcggo.com/tcggo/storage/22617/scarlet-amp-violet-miraidon-elite-trainer-box.png,https://www.tcggo.com/external/cm/22623,https://www.tcggo.com/external/tcgplayer/22623,Scarlet & Violet Miraidon Elite Trainer Box,96.25,95.9,168,EUR,100,80,80,65,65,100,155,155,124,124,scarlet-violet-miraidon-elite-trainer-box,https://www.tcggo.com/pokemon/scarlet-violet/scarlet-violet-miraidon-elite-trainer-box,478336
2026-08-18T20:35:01+02:00,683009,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2230.08,EUR,1758.76,2023-01-20,,2,Sword & Shield,sword-shield,crown-zenith,20039,https://images.tcggo.com/tcggo/storage/20656/crown-zenith-elite-trainer-box-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/20039,https://www.tcggo.com/external/tcgplayer/20039,Crown Zenith Elite Trainer Box,250.43,242.18,304,EUR,285,215,215,184.5,184.5,285,319,319,180,180,crown-zenith-elite-trainer-box,https://www.tcggo.com/pokemon/crown-zenith/crown-zenith-elite-trainer-box,453470
2026-08-18T20:35:01+02:00,672338,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1123.15,EUR,1152.24,2022-11-11,,2,Sword & Shield,sword-shield,silver-tempest,20038,https://images.tcggo.com/tcggo/storage/20658/silver-tempest-elite-trainer-box-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/20038,https://www.tcggo.com/external/tcgplayer/20038,Silver Tempest Elite Trainer Box,131.51,137.47,176,EUR,120,142,142,199,199,120,165,165,135,135,silver-tempest-elite-trainer-box,https://www.tcggo.com/pokemon/silver-tempest/silver-tempest-elite-trainer-box,283401
2026-08-18T20:35:01+02:00,666150,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1512.28,EUR,1582.1,2022-09-09,,2,Sword & Shield,sword-shield,lost-origin,20037,https://images.tcggo.com/tcggo/storage/20649/lost-origin-elite-trainer-box-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/20037,https://www.tcggo.com/external/tcgplayer/20037,Lost Origin Elite Trainer Box,187.46,189.56,230,EUR,180,149.95,175,269.99,269.99,180,279.99,279.99,249.9,249.9,lost-origin-elite-trainer-box,https://www.tcggo.com/pokemon/lost-origin/lost-origin-elite-trainer-box,277335
